city: San Jose
country: United States
description: it is said that many witnesses have heard the sound of children playing while students are in class. There was a child run over killed by his uncle.
location: Slonaker Elementary School
state: California
state_abbrev: CA
longitude: -121.8350616
latitude: 37.3265672
city_longitude: -121.8863286
city_latitude: 37.3382082
audio_evidence: False
visual_evidence: False
evidence_date: 2008/02/26
date_source: wikipedia
date_confidence: high
average_daylight_hours: 13.6
day_duration: 11h 32m
time_of_day: Unknown
apparition_type: Unknown
event_type: Murder
witness_count: 1
